종목,내용
일진디스플,"Reports analysis
@tp_reports
·
Jul 27, 2010
[투데이리포트]일진디스플, ""큰 폭의 실적 개선...""_한화       http://tinyurl.com/2fh6wtd"
일진디스플,"thinkpool time&point
@think_tp
·
Jul 27, 2010
[투데이리포트]일진디스플, ""큰 폭의 실적 개선...""_한화       http://tinyurl.com/2fh6wtd"
일진디스플,"JoongangGG
@joonganggg
·
Jul 27, 2010
일진디스플, LED 공급부족..실적 호재-한화 http://bit.ly/92oJcx"
일진디스플,"Reports analysis
@tp_reports
·
Jul 23, 2010
[투데이리포트]일진디스플, ""사파이어 웨이퍼는 ...""_신영       http://tinyurl.com/2fle9wl"
일진디스플,"LeeKangYon
@pokara61
·
Jul 9, 2010
Replying to 
@gold5812
@gold5812
  싼초님 관심종목 주가 올릴까요?  메디톡스 +150원, SK케미칼 +500, 일진디스플 +50, 솔믹스 +80원... 이상입니다."
일진디스플,"JS-HONG
@CloudHONG99
·
Jun 11, 2010
Replying to 
@pokara61
@pokara61
 일진디스플 오늘 투매한번 나올것 같은데요"
일진디스플,"hankyung_Stock
@hankyung_Stock
·
May 24, 2010
[증시속보] 큐캐피탈, 일진디스플 지분 5% 이하로 줄여 http://bit.ly/96DTct"
일진디스플,"프겔
@pgallbot
·
May 13, 2010
외계달팽 캐꼬닭 횽아는 봅니다. 일진디스플 관심 주에 등록해 놨었음? http://is.gd/c6TX1"
일진디스플,"프겔
@pgallbot
·
Mar 19, 2010
외계달팽 일진 디스플 상한가 >_< http://is.gd/aOcLH"
일진디스플,"프겔
@pgallbot
·
Feb 25, 2010
외계달팽 일진 디스플.. -_-;; 주식 시장에 이런게 있구나. 말로만 듣다가  http://is.gd/97ef2"
일진디스플,"프겔
@pgallbot
·
Feb 18, 2010
외계달팽 으앜 일진디스플.. -9%  http://is.gd/8Dfxn"
일진디스플,
일진디스플,"stock scope
@tp_scope
·
Aug 13, 2010
[종목현미경]일진디스플_주요 매물구간인 9,870원선이 저항대로 작용       http://tinyurl.com/254hdzv"
일진디스플,"thinkpool twit
@thinktw
·
Aug 13, 2010
[종목현미경]일진디스플_주요 매물구간인 9,870원선이 저항대로 작용       http://tinyurl.com/254hdzv"
일진디스플,"dulset.net
@dulsetnet
·
Aug 12, 2010
뉴스>매경> 오전장 기술적 분석 특징주 B (코스피시장): 1. 저점하회 종목(3개월기준, 1년 기준제외)      하이닉스(000660)  LG이노텍(011070)  일진디스플(020760)  제일기획(... http://bit.ly/ds38FT"
일진디스플,"stock scope
@tp_scope
·
Aug 10, 2010
[종목현미경]일진디스플_주요 투자주체는 개인투자자       http://tinyurl.com/25yojv8"
일진디스플,"thinkpool twit
@thinktw
·
Aug 10, 2010
[종목현미경]일진디스플_주요 투자주체는 개인투자자       http://tinyurl.com/25yojv8"
일진디스플,"stock scope
@tp_scope
·
Aug 5, 2010
[종목현미경]일진디스플_기관투자자의 거래참여 높아, 거래비중 15.99%       http://tinyurl.com/2eq8f72"
일진디스플,"thinkpool twit
@thinktw
·
Aug 5, 2010
[종목현미경]일진디스플_기관투자자의 거래참여 높아, 거래비중 15.99%       http://tinyurl.com/2eq8f72"
일진디스플,"Reports analysis
@tp_reports
·
Jul 27, 2010
[투데이리포트]일진디스플, ""큰 폭의 실적 개선...""_한화       http://tinyurl.com/2fh6wtd"
일진디스플,"thinkpool time&point
@think_tp
·
Jul 27, 2010
[투데이리포트]일진디스플, ""큰 폭의 실적 개선...""_한화       http://tinyurl.com/2fh6wtd"
일진디스플,"JoongangGG
@joonganggg
·
Jul 27, 2010
일진디스플, LED 공급부족..실적 호재-한화 http://bit.ly/92oJcx"
일진디스플,"Reports analysis
@tp_reports
·
Jul 23, 2010
[투데이리포트]일진디스플, ""사파이어 웨이퍼는 ...""_신영       http://tinyurl.com/2fle9wl"
일진디스플,"LeeKangYon
@pokara61
·
Jul 9, 2010
Replying to 
@gold5812
@gold5812
  싼초님 관심종목 주가 올릴까요?  메디톡스 +150원, SK케미칼 +500, 일진디스플 +50, 솔믹스 +80원... 이상입니다."
일진디스플,"JS-HONG
@CloudHONG99
·
Jun 11, 2010
Replying to 
@pokara61
@pokara61
 일진디스플 오늘 투매한번 나올것 같은데요"
일진디스플,"hankyung_Stock
@hankyung_Stock
·
May 24, 2010
[증시속보] 큐캐피탈, 일진디스플 지분 5% 이하로 줄여 http://bit.ly/96DTct"
일진디스플,"프겔
@pgallbot
·
May 13, 2010
외계달팽 캐꼬닭 횽아는 봅니다. 일진디스플 관심 주에 등록해 놨었음? http://is.gd/c6TX1"
일진디스플,"프겔
@pgallbot
·
Mar 19, 2010
외계달팽 일진 디스플 상한가 >_< http://is.gd/aOcLH"
일진디스플,"프겔
@pgallbot
·
Feb 25, 2010
외계달팽 일진 디스플.. -_-;; 주식 시장에 이런게 있구나. 말로만 듣다가  http://is.gd/97ef2"
일진디스플,"프겔
@pgallbot
·
Feb 18, 2010
외계달팽 으앜 일진디스플.. -9%  http://is.gd/8Dfxn"
일진디스플,
일진디스플,"stock scope
@tp_scope
·
Aug 13, 2010
[종목현미경]일진디스플_주요 매물구간인 9,870원선이 저항대로 작용       http://tinyurl.com/254hdzv"
일진디스플,"thinkpool twit
@thinktw
·
Aug 13, 2010
[종목현미경]일진디스플_주요 매물구간인 9,870원선이 저항대로 작용       http://tinyurl.com/254hdzv"
일진디스플,"dulset.net
@dulsetnet
·
Aug 12, 2010
뉴스>매경> 오전장 기술적 분석 특징주 B (코스피시장): 1. 저점하회 종목(3개월기준, 1년 기준제외)      하이닉스(000660)  LG이노텍(011070)  일진디스플(020760)  제일기획(... http://bit.ly/ds38FT"
일진디스플,"stock scope
@tp_scope
·
Aug 10, 2010
[종목현미경]일진디스플_주요 투자주체는 개인투자자       http://tinyurl.com/25yojv8"
일진디스플,"thinkpool twit
@thinktw
·
Aug 10, 2010
[종목현미경]일진디스플_주요 투자주체는 개인투자자       http://tinyurl.com/25yojv8"
일진디스플,"stock scope
@tp_scope
·
Aug 5, 2010
[종목현미경]일진디스플_기관투자자의 거래참여 높아, 거래비중 15.99%       http://tinyurl.com/2eq8f72"
일진디스플,"thinkpool twit
@thinktw
·
Aug 5, 2010
[종목현미경]일진디스플_기관투자자의 거래참여 높아, 거래비중 15.99%       http://tinyurl.com/2eq8f72"
일진디스플,"Reports analysis
@tp_reports
·
Jul 27, 2010
[투데이리포트]일진디스플, ""큰 폭의 실적 개선...""_한화       http://tinyurl.com/2fh6wtd"
일진디스플,"thinkpool time&point
@think_tp
·
Jul 27, 2010
[투데이리포트]일진디스플, ""큰 폭의 실적 개선...""_한화       http://tinyurl.com/2fh6wtd"
일진디스플,"JoongangGG
@joonganggg
·
Jul 27, 2010
일진디스플, LED 공급부족..실적 호재-한화 http://bit.ly/92oJcx"
일진디스플,"Reports analysis
@tp_reports
·
Jul 23, 2010
[투데이리포트]일진디스플, ""사파이어 웨이퍼는 ...""_신영       http://tinyurl.com/2fle9wl"
일진디스플,"LeeKangYon
@pokara61
·
Jul 9, 2010
Replying to 
@gold5812
@gold5812
  싼초님 관심종목 주가 올릴까요?  메디톡스 +150원, SK케미칼 +500, 일진디스플 +50, 솔믹스 +80원... 이상입니다."
일진디스플,"JS-HONG
@CloudHONG99
·
Jun 11, 2010
Replying to 
@pokara61
@pokara61
 일진디스플 오늘 투매한번 나올것 같은데요"
일진디스플,"hankyung_Stock
@hankyung_Stock
·
May 24, 2010
[증시속보] 큐캐피탈, 일진디스플 지분 5% 이하로 줄여 http://bit.ly/96DTct"
일진디스플,"프겔
@pgallbot
·
May 13, 2010
외계달팽 캐꼬닭 횽아는 봅니다. 일진디스플 관심 주에 등록해 놨었음? http://is.gd/c6TX1"
일진디스플,"프겔
@pgallbot
·
Mar 19, 2010
외계달팽 일진 디스플 상한가 >_< http://is.gd/aOcLH"
일진디스플,"프겔
@pgallbot
·
Feb 25, 2010
외계달팽 일진 디스플.. -_-;; 주식 시장에 이런게 있구나. 말로만 듣다가  http://is.gd/97ef2"
일진디스플,"프겔
@pgallbot
·
Feb 18, 2010
외계달팽 으앜 일진디스플.. -9%  http://is.gd/8Dfxn"
일진디스플,
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 22, 2011
비상장주식 장외주식 패턴 [2011.06.22] 관심종목 유동성 http://durl.me/avgpm 메디슨, 엘피온, 세원테크, 코리아로터리서비스는 하락세로 장을 마감하였습니다. 코리아로터리서비스는 급등후 4거래일 연속 조정을 받는 모습입니다."
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 22, 2011
비상장주식 장외주식 패턴 [2011.06.21] 관심종목 유동성 http://durl.me/au4zd KT파워텔, 엘피온, 세원테크, 코리아로터리서비스가 하락세로 장을 마감하였습니다. 유한양행과 당뇨병치료제를 기술이전한 펩트론을 새로이 관심종목에 편입"
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 22, 2011
비상장주식 장외주식 패턴 [2011.06.21] 관심종목 유동성 http://durl.me/au3wn KT파워텔, 엘피온, 세원테크, 코리아로터리서비스가 하락세로 장을 마감하였습니다. 유한양행과 당뇨병치료제를 기술이전한 펩트론을 새로이 관심종목에 편입"
코리아로터리,"김실장
@uwin29
·
Jun 21, 2011
[코리아로터리서비스] 코리아로토리서비스 주식을 매수 매도 합니다: 코리아로터리서비스 장외주식을 매수 매도 합니다 코리아로터리주식을 매도 하실분이나 매수하실분 연락주세요^^* 성심껏 가격,수.. http://blog.daum.net/uwin29/1929"
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 21, 2011
비상장주식 장외주식 패턴 [2011.06.20] 관심종목 유동성 http://durl.me/arodc 메디슨은 7천원선에서 횡보세를 보이면서 강보함을 KT파워텔은 주파수 문제로 매도물량이 쌓이고 코리아로터리서비스는 차익실현매물로 조정을 받고 있습니다."
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 21, 2011
비상장주식 장외주식 패턴 [2011.06.20] 관심종목 유동성 http://durl.me/aroch 메디슨은 7천원선에서 횡보세를 보이면서 강보함을 KT파워텔은 주파수 문제로 매도물량이 쌓이고 코리아로터리서비스는 차익실현매물로 조정을 받고 있습니다."
코리아로터리,"아시아 역
@asiayeok
·
Jun 20, 2011
[장외주식 주간시황] 코리아로터리서비스, 한주간 60% 급등… ‘로또복권 미지급수수료 지급’ 판결 승소 기대: IPO주인 엠케이트렌드, 아이씨디도 동반 급등지난주에도 장외주식시장이 내림세를 지속했다. ... http://bit.ly/mxDf8I"
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 18, 2011
비상장주식 장외주식 패턴 [2011.06.17] 관심종목 유동성 http://durl.me/ak52b 이번주 특징주로는 코리아로터리서비스 입니다.
단기급등율이 50%에 가까운 큰 상승세를 보였습니다. KT파워텔은 주파수 회수조치로 중장기적인 악재입니"
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 17, 2011
비상장주식 장외주식 패턴 [2011.06.16] 관심종목 유동성 http://durl.me/ahip6 코리아로터리서비스의 강세가 이어지고 있으며 스포츠토토의 매도물량과 매수호가 하락또한 특이사항입니다. 메디슨, 엘피온은 소폭 강보합으로 장을 마감하였습"
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 16, 2011
비상장주식 장외주식 패턴 [2011.06.15] 관심종목 유동성 http://durl.me/aey44 관심종목군에서는 엘피온, 코리아로터리서비스의 상승세가 이어지고 있으며 유동성에서는 메디슨과 엘피온의 매수세가 이어지고 있습니다."
코리아로터리,"dulset.net
@dulsetnet
·
Jun 15, 2011
뉴스>매경> [장외주식 시황] 코리아로터리서비스 25% 급등하며 52주 신고가 경신: 코스피 지수가 기관의 3,747억원의 순매수로 급등하며 이틀 연속 올랐다. 코스피는 2,076.83p(▲28.09,... http://bit.ly/maqD8S"
코리아로터리,"아시아 역
@asiayeok
·
Jun 15, 2011
[장외주식 시황] 코리아로터리서비스 25% 급등하며 52주 신고가 경신: 코스피 지수가 기관의 3,747억원의 순매수로 급등하며 이틀 연속 올랐다. 코스피는 2,076.83p(▲28.09, +1.37%... http://bit.ly/klQFos"
코리아로터리,"JinKyu Lee
@myjinkyu
·
Jun 15, 2011
[장외주식 시황] 코리아로터리서비스 25% 급등하며 52주 신고가 경신: 코스피 지수가 기관의 3,747억원의 순매수로 급등하며 이틀 연속 올랐다. 코스피는 2,076.83p(▲28.09, +1.37%... http://bit.ly/jr5dVY"
코리아로터리,"황금돼지 IPO
@ipostock
·
Jul 26, 2010
코리아로터리서비스, 한국특수형강 지분 10% 확보… 40여곳 2000억 투자 http://is.gd/dJRC3  #증권당_  http://mtwt.kr/2j6d"
코리아로터리,
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 22, 2011
비상장주식 장외주식 패턴 [2011.06.22] 관심종목 유동성 http://durl.me/avgpm 메디슨, 엘피온, 세원테크, 코리아로터리서비스는 하락세로 장을 마감하였습니다. 코리아로터리서비스는 급등후 4거래일 연속 조정을 받는 모습입니다."
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 22, 2011
비상장주식 장외주식 패턴 [2011.06.21] 관심종목 유동성 http://durl.me/au4zd KT파워텔, 엘피온, 세원테크, 코리아로터리서비스가 하락세로 장을 마감하였습니다. 유한양행과 당뇨병치료제를 기술이전한 펩트론을 새로이 관심종목에 편입"
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 22, 2011
비상장주식 장외주식 패턴 [2011.06.21] 관심종목 유동성 http://durl.me/au3wn KT파워텔, 엘피온, 세원테크, 코리아로터리서비스가 하락세로 장을 마감하였습니다. 유한양행과 당뇨병치료제를 기술이전한 펩트론을 새로이 관심종목에 편입"
코리아로터리,"김실장
@uwin29
·
Jun 21, 2011
[코리아로터리서비스] 코리아로토리서비스 주식을 매수 매도 합니다: 코리아로터리서비스 장외주식을 매수 매도 합니다 코리아로터리주식을 매도 하실분이나 매수하실분 연락주세요^^* 성심껏 가격,수.. http://blog.daum.net/uwin29/1929"
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 21, 2011
비상장주식 장외주식 패턴 [2011.06.20] 관심종목 유동성 http://durl.me/arodc 메디슨은 7천원선에서 횡보세를 보이면서 강보함을 KT파워텔은 주파수 문제로 매도물량이 쌓이고 코리아로터리서비스는 차익실현매물로 조정을 받고 있습니다."
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 21, 2011
비상장주식 장외주식 패턴 [2011.06.20] 관심종목 유동성 http://durl.me/aroch 메디슨은 7천원선에서 횡보세를 보이면서 강보함을 KT파워텔은 주파수 문제로 매도물량이 쌓이고 코리아로터리서비스는 차익실현매물로 조정을 받고 있습니다."
코리아로터리,"아시아 역
@asiayeok
·
Jun 20, 2011
[장외주식 주간시황] 코리아로터리서비스, 한주간 60% 급등… ‘로또복권 미지급수수료 지급’ 판결 승소 기대: IPO주인 엠케이트렌드, 아이씨디도 동반 급등지난주에도 장외주식시장이 내림세를 지속했다. ... http://bit.ly/mxDf8I"
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 18, 2011
비상장주식 장외주식 패턴 [2011.06.17] 관심종목 유동성 http://durl.me/ak52b 이번주 특징주로는 코리아로터리서비스 입니다.
단기급등율이 50%에 가까운 큰 상승세를 보였습니다. KT파워텔은 주파수 회수조치로 중장기적인 악재입니"
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 17, 2011
비상장주식 장외주식 패턴 [2011.06.16] 관심종목 유동성 http://durl.me/ahip6 코리아로터리서비스의 강세가 이어지고 있으며 스포츠토토의 매도물량과 매수호가 하락또한 특이사항입니다. 메디슨, 엘피온은 소폭 강보합으로 장을 마감하였습"
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 16, 2011
비상장주식 장외주식 패턴 [2011.06.15] 관심종목 유동성 http://durl.me/aey44 관심종목군에서는 엘피온, 코리아로터리서비스의 상승세가 이어지고 있으며 유동성에서는 메디슨과 엘피온의 매수세가 이어지고 있습니다."
코리아로터리,"dulset.net
@dulsetnet
·
Jun 15, 2011
뉴스>매경> [장외주식 시황] 코리아로터리서비스 25% 급등하며 52주 신고가 경신: 코스피 지수가 기관의 3,747억원의 순매수로 급등하며 이틀 연속 올랐다. 코스피는 2,076.83p(▲28.09,... http://bit.ly/maqD8S"
코리아로터리,"아시아 역
@asiayeok
·
Jun 15, 2011
[장외주식 시황] 코리아로터리서비스 25% 급등하며 52주 신고가 경신: 코스피 지수가 기관의 3,747억원의 순매수로 급등하며 이틀 연속 올랐다. 코스피는 2,076.83p(▲28.09, +1.37%... http://bit.ly/klQFos"
코리아로터리,"JinKyu Lee
@myjinkyu
·
Jun 15, 2011
[장외주식 시황] 코리아로터리서비스 25% 급등하며 52주 신고가 경신: 코스피 지수가 기관의 3,747억원의 순매수로 급등하며 이틀 연속 올랐다. 코스피는 2,076.83p(▲28.09, +1.37%... http://bit.ly/jr5dVY"
코리아로터리,"황금돼지 IPO
@ipostock
·
Jul 26, 2010
코리아로터리서비스, 한국특수형강 지분 10% 확보… 40여곳 2000억 투자 http://is.gd/dJRC3  #증권당_  http://mtwt.kr/2j6d"
코리아로터리,
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 22, 2011
비상장주식 장외주식 패턴 [2011.06.22] 관심종목 유동성 http://durl.me/avgpm 메디슨, 엘피온, 세원테크, 코리아로터리서비스는 하락세로 장을 마감하였습니다. 코리아로터리서비스는 급등후 4거래일 연속 조정을 받는 모습입니다."
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 22, 2011
비상장주식 장외주식 패턴 [2011.06.21] 관심종목 유동성 http://durl.me/au4zd KT파워텔, 엘피온, 세원테크, 코리아로터리서비스가 하락세로 장을 마감하였습니다. 유한양행과 당뇨병치료제를 기술이전한 펩트론을 새로이 관심종목에 편입"
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 22, 2011
비상장주식 장외주식 패턴 [2011.06.21] 관심종목 유동성 http://durl.me/au3wn KT파워텔, 엘피온, 세원테크, 코리아로터리서비스가 하락세로 장을 마감하였습니다. 유한양행과 당뇨병치료제를 기술이전한 펩트론을 새로이 관심종목에 편입"
코리아로터리,"김실장
@uwin29
·
Jun 21, 2011
[코리아로터리서비스] 코리아로토리서비스 주식을 매수 매도 합니다: 코리아로터리서비스 장외주식을 매수 매도 합니다 코리아로터리주식을 매도 하실분이나 매수하실분 연락주세요^^* 성심껏 가격,수.. http://blog.daum.net/uwin29/1929"
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 21, 2011
비상장주식 장외주식 패턴 [2011.06.20] 관심종목 유동성 http://durl.me/arodc 메디슨은 7천원선에서 횡보세를 보이면서 강보함을 KT파워텔은 주파수 문제로 매도물량이 쌓이고 코리아로터리서비스는 차익실현매물로 조정을 받고 있습니다."
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 21, 2011
비상장주식 장외주식 패턴 [2011.06.20] 관심종목 유동성 http://durl.me/aroch 메디슨은 7천원선에서 횡보세를 보이면서 강보함을 KT파워텔은 주파수 문제로 매도물량이 쌓이고 코리아로터리서비스는 차익실현매물로 조정을 받고 있습니다."
코리아로터리,"아시아 역
@asiayeok
·
Jun 20, 2011
[장외주식 주간시황] 코리아로터리서비스, 한주간 60% 급등… ‘로또복권 미지급수수료 지급’ 판결 승소 기대: IPO주인 엠케이트렌드, 아이씨디도 동반 급등지난주에도 장외주식시장이 내림세를 지속했다. ... http://bit.ly/mxDf8I"
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 18, 2011
비상장주식 장외주식 패턴 [2011.06.17] 관심종목 유동성 http://durl.me/ak52b 이번주 특징주로는 코리아로터리서비스 입니다.
단기급등율이 50%에 가까운 큰 상승세를 보였습니다. KT파워텔은 주파수 회수조치로 중장기적인 악재입니"
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 17, 2011
비상장주식 장외주식 패턴 [2011.06.16] 관심종목 유동성 http://durl.me/ahip6 코리아로터리서비스의 강세가 이어지고 있으며 스포츠토토의 매도물량과 매수호가 하락또한 특이사항입니다. 메디슨, 엘피온은 소폭 강보합으로 장을 마감하였습"
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 16, 2011
비상장주식 장외주식 패턴 [2011.06.15] 관심종목 유동성 http://durl.me/aey44 관심종목군에서는 엘피온, 코리아로터리서비스의 상승세가 이어지고 있으며 유동성에서는 메디슨과 엘피온의 매수세가 이어지고 있습니다."
코리아로터리,"dulset.net
@dulsetnet
·
Jun 15, 2011
뉴스>매경> [장외주식 시황] 코리아로터리서비스 25% 급등하며 52주 신고가 경신: 코스피 지수가 기관의 3,747억원의 순매수로 급등하며 이틀 연속 올랐다. 코스피는 2,076.83p(▲28.09,... http://bit.ly/maqD8S"
코리아로터리,"아시아 역
@asiayeok
·
Jun 15, 2011
[장외주식 시황] 코리아로터리서비스 25% 급등하며 52주 신고가 경신: 코스피 지수가 기관의 3,747억원의 순매수로 급등하며 이틀 연속 올랐다. 코스피는 2,076.83p(▲28.09, +1.37%... http://bit.ly/klQFos"
코리아로터리,"JinKyu Lee
@myjinkyu
·
Jun 15, 2011
[장외주식 시황] 코리아로터리서비스 25% 급등하며 52주 신고가 경신: 코스피 지수가 기관의 3,747억원의 순매수로 급등하며 이틀 연속 올랐다. 코스피는 2,076.83p(▲28.09, +1.37%... http://bit.ly/jr5dVY"
코리아로터리,"황금돼지 IPO
@ipostock
·
Jul 26, 2010
코리아로터리서비스, 한국특수형강 지분 10% 확보… 40여곳 2000억 투자 http://is.gd/dJRC3  #증권당_  http://mtwt.kr/2j6d"
코리아로터리,
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 22, 2011
비상장주식 장외주식 패턴 [2011.06.22] 관심종목 유동성 http://durl.me/avgpm 메디슨, 엘피온, 세원테크, 코리아로터리서비스는 하락세로 장을 마감하였습니다. 코리아로터리서비스는 급등후 4거래일 연속 조정을 받는 모습입니다."
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 22, 2011
비상장주식 장외주식 패턴 [2011.06.21] 관심종목 유동성 http://durl.me/au4zd KT파워텔, 엘피온, 세원테크, 코리아로터리서비스가 하락세로 장을 마감하였습니다. 유한양행과 당뇨병치료제를 기술이전한 펩트론을 새로이 관심종목에 편입"
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 22, 2011
비상장주식 장외주식 패턴 [2011.06.21] 관심종목 유동성 http://durl.me/au3wn KT파워텔, 엘피온, 세원테크, 코리아로터리서비스가 하락세로 장을 마감하였습니다. 유한양행과 당뇨병치료제를 기술이전한 펩트론을 새로이 관심종목에 편입"
코리아로터리,"김실장
@uwin29
·
Jun 21, 2011
[코리아로터리서비스] 코리아로토리서비스 주식을 매수 매도 합니다: 코리아로터리서비스 장외주식을 매수 매도 합니다 코리아로터리주식을 매도 하실분이나 매수하실분 연락주세요^^* 성심껏 가격,수.. http://blog.daum.net/uwin29/1929"
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 21, 2011
비상장주식 장외주식 패턴 [2011.06.20] 관심종목 유동성 http://durl.me/arodc 메디슨은 7천원선에서 횡보세를 보이면서 강보함을 KT파워텔은 주파수 문제로 매도물량이 쌓이고 코리아로터리서비스는 차익실현매물로 조정을 받고 있습니다."
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 21, 2011
비상장주식 장외주식 패턴 [2011.06.20] 관심종목 유동성 http://durl.me/aroch 메디슨은 7천원선에서 횡보세를 보이면서 강보함을 KT파워텔은 주파수 문제로 매도물량이 쌓이고 코리아로터리서비스는 차익실현매물로 조정을 받고 있습니다."
코리아로터리,"아시아 역
@asiayeok
·
Jun 20, 2011
[장외주식 주간시황] 코리아로터리서비스, 한주간 60% 급등… ‘로또복권 미지급수수료 지급’ 판결 승소 기대: IPO주인 엠케이트렌드, 아이씨디도 동반 급등지난주에도 장외주식시장이 내림세를 지속했다. ... http://bit.ly/mxDf8I"
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 18, 2011
비상장주식 장외주식 패턴 [2011.06.17] 관심종목 유동성 http://durl.me/ak52b 이번주 특징주로는 코리아로터리서비스 입니다.
단기급등율이 50%에 가까운 큰 상승세를 보였습니다. KT파워텔은 주파수 회수조치로 중장기적인 악재입니"
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 17, 2011
비상장주식 장외주식 패턴 [2011.06.16] 관심종목 유동성 http://durl.me/ahip6 코리아로터리서비스의 강세가 이어지고 있으며 스포츠토토의 매도물량과 매수호가 하락또한 특이사항입니다. 메디슨, 엘피온은 소폭 강보합으로 장을 마감하였습"
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 16, 2011
비상장주식 장외주식 패턴 [2011.06.15] 관심종목 유동성 http://durl.me/aey44 관심종목군에서는 엘피온, 코리아로터리서비스의 상승세가 이어지고 있으며 유동성에서는 메디슨과 엘피온의 매수세가 이어지고 있습니다."
코리아로터리,"dulset.net
@dulsetnet
·
Jun 15, 2011
뉴스>매경> [장외주식 시황] 코리아로터리서비스 25% 급등하며 52주 신고가 경신: 코스피 지수가 기관의 3,747억원의 순매수로 급등하며 이틀 연속 올랐다. 코스피는 2,076.83p(▲28.09,... http://bit.ly/maqD8S"
코리아로터리,"아시아 역
@asiayeok
·
Jun 15, 2011
[장외주식 시황] 코리아로터리서비스 25% 급등하며 52주 신고가 경신: 코스피 지수가 기관의 3,747억원의 순매수로 급등하며 이틀 연속 올랐다. 코스피는 2,076.83p(▲28.09, +1.37%... http://bit.ly/klQFos"
코리아로터리,"JinKyu Lee
@myjinkyu
·
Jun 15, 2011
[장외주식 시황] 코리아로터리서비스 25% 급등하며 52주 신고가 경신: 코스피 지수가 기관의 3,747억원의 순매수로 급등하며 이틀 연속 올랐다. 코스피는 2,076.83p(▲28.09, +1.37%... http://bit.ly/jr5dVY"
코리아로터리,"황금돼지 IPO
@ipostock
·
Jul 26, 2010
코리아로터리서비스, 한국특수형강 지분 10% 확보… 40여곳 2000억 투자 http://is.gd/dJRC3  #증권당_  http://mtwt.kr/2j6d"
코리아로터리,
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 22, 2011
비상장주식 장외주식 패턴 [2011.06.22] 관심종목 유동성 http://durl.me/avgpm 메디슨, 엘피온, 세원테크, 코리아로터리서비스는 하락세로 장을 마감하였습니다. 코리아로터리서비스는 급등후 4거래일 연속 조정을 받는 모습입니다."
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 22, 2011
비상장주식 장외주식 패턴 [2011.06.21] 관심종목 유동성 http://durl.me/au4zd KT파워텔, 엘피온, 세원테크, 코리아로터리서비스가 하락세로 장을 마감하였습니다. 유한양행과 당뇨병치료제를 기술이전한 펩트론을 새로이 관심종목에 편입"
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 22, 2011
비상장주식 장외주식 패턴 [2011.06.21] 관심종목 유동성 http://durl.me/au3wn KT파워텔, 엘피온, 세원테크, 코리아로터리서비스가 하락세로 장을 마감하였습니다. 유한양행과 당뇨병치료제를 기술이전한 펩트론을 새로이 관심종목에 편입"
코리아로터리,"김실장
@uwin29
·
Jun 21, 2011
[코리아로터리서비스] 코리아로토리서비스 주식을 매수 매도 합니다: 코리아로터리서비스 장외주식을 매수 매도 합니다 코리아로터리주식을 매도 하실분이나 매수하실분 연락주세요^^* 성심껏 가격,수.. http://blog.daum.net/uwin29/1929"
코리아로터리,"은결과미르
@MIYUNGLOVE
·
Jun 21, 2011
비상장주식 장외주식 패턴 [2011.06.20] 관심종목 유동성 http://durl.me/arodc 메디슨은 7천원선에서 횡보세를 보이면서 강보함을 KT파워텔은 주파수 문제로 매도물량이 쌓이고 코리아로터리서비스는 차익실현매물로 조정을 받고 있습니다."
